requirement_id,outcome,release_slice,work_item,design_ref,code_ref,test_ref,harness_gate,evidence_ref,status,owner
"UJ-015","司机在弱网中完成运输任务","V1-B","End-to-end journey; must not be reduced to page CRUD","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","UJ E2E mapping required before Acceptance Gate","Acceptance Gate","traceability.csv;delivery-plan.md","PLANNED_NOT_IMPLEMENTED","Product + QA"
"FR-001","今日工作流: 系统必须将未接手异常、临近时限任务、在途变化和到期事项组成统一工作流，支持按角色、组织、优先级、状态过滤；每条记录显示对象、原因、发生时间、新鲜度、责任和下一动作。","V1-A","US-004","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-010;TEST-011;TEST-012","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-002","全局命令面板: 用户必须能通过 Ctrl/Cmd + K 搜索车牌、司机、任务、地点和动作；结果按“对象、工作、命令”分组，权限不足的对象不得泄露摘要。","V1-A","US-004","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-010;TEST-011;TEST-012","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-003","持续上下文: 用户选择任一记录后，右侧上下文抽屉必须保留对象身份、关键事实、关联工作和可执行动作；用户切换工作空间或返回列表时，选择状态可通过 URL 恢复。","V1-A","US-004","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-010;TEST-011;TEST-012","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-004","对象目录: 系统必须提供车辆、司机、场站/地址的统一检索与详情，支持组织、标签、属性、外部 ID、状态和权限范围；车辆至少展示车牌、VIN、车型、载重/尺寸、能源类型和归属组织。","V1-A","US-002","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-004;TEST-005;TEST-006","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-005","人车关系: 系统必须展示当前及历史人车绑定，支持创建、变更和解绑；创建前必须校验同一司机时间重叠、同车同身份时间重叠及结束时间晚于开始时间。","V1-A","US-006","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-015;TEST-016;TEST-017","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-006","事实视图: 系统必须展示车辆位置/速度、车况和安全事件的快照、增量与历史；每项数据标明来源、发生时间、接收时间和新鲜度，历史查询遵守 G7 的范围与分页限制。","V1-A","US-003","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-007;TEST-008;TEST-009","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-007","派车工作: 调度员必须能创建包含业务单号、线路/场站、计划时间、车辆、司机、责任人和备注的派车任务，并维护草稿、待确认、已派、在途、完成、取消状态。","V1-A","US-005","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-013;TEST-014","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-008","派车校验与同步: 系统必须在确认前校验权限、车辆可用性、司机/车辆时间冲突和必填资格；确认后以幂等方式同步 G7 人车绑定，失败时保留本地“待同步”状态并允许重试或撤销。","V1-A","US-006;US-008","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-015;TEST-016;TEST-017;TEST-021;TEST-022;TEST-023","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-009","在途时间线: 系统必须将计划节点、围栏进出、位置变化、事件、人工备注和任务动作合并为单一时间线；用户可从任一异常节点创建工作并关联责任人和时限。","V1-A","US-007","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-018;TEST-019;TEST-020","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-010","风险收件箱: 系统必须增量消费 G7 事件 Feed，并依据事件类型、速度、媒体、资产、司机、标签和组织规则进行去重、聚合与分级；默认支持超速、急加速、急减速和疲劳驾驶类事件。","V1-C","US-009;US-010","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-024;TEST-025;TEST-026;TEST-027;TEST-028","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-011","处置任务: 安全员必须能接手、分派、记录联系/培训/停运等干预、设置复核时间并关闭事件；关闭必须有结果分类和说明，高风险关闭需复核角色确认。","V1-C","US-011","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-029;TEST-030;TEST-031","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-012","证据查看: 在权限允许时，系统必须展示事件关联图片、视频状态、回放日历或外链；媒体不可用、处理中或过期时显示明确状态，不将缺失媒体解释为无风险。","V1-C","US-012","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-032;TEST-033;TEST-034","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-013","一车一档: 系统必须为每辆车汇总主数据、绑定历史、证照/资质、维护、事件、任务和审计记录；证照支持签发日、到期日、附件、标签、归档和恢复。","V1-B","US-013","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-035;TEST-036","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-014","到期与维护工作: 系统必须按可配置提前期产生证照到期、年检、保养和维修工作；任务包含车辆、规则来源、责任人、计划时间、结果和附件，完成后保留历史版本。","V1-B","US-014","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-037;TEST-038;TEST-039","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-015","G7 适配与降级: 系统必须通过服务端 G7 适配层处理签名、租户/用户头、游标、限额、重试、超时和错误映射；外部不可用时使用最后成功事实并显示降级，不得伪造同步成功。","V1-A","US-002;US-003;US-008;US-009","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-004;TEST-005;TEST-006;TEST-007;TEST-008;TEST-009;TEST-021;TEST-022;TEST-023;TEST-024;TEST-025;TEST-026","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-016","数据交换: 管理员必须能批量导入/导出车辆、司机及业务映射；外部 ID 必须在租户内唯一；导入支持预检、错误行下载和幂等重试，敏感导出需审批与审计。","V1-A","US-015","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-040;TEST-041;TEST-042","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-017","权限与审计: 系统必须支持租户、组织和标签数据范围，以及管理员、车队经理、调度员、安全员、车务人员、只读审计员角色；所有变更、导出、敏感查看和同步重试必须记录操作者、时间、对象、前后值、请求 ID 与来源应用。","V1-A","US-001;US-016","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-001;TEST-002;TEST-003;TEST-043;TEST-044;TEST-045","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-018","Agent 工作线程: 用户必须能从工作流、对象抽屉或命令面板创建带对象、时间窗口、角色作用域和目标的 AgentThread；线程包含可恢复的 Turn、运行状态、参与工具、审批请求和最终结果，并可通过 URL、对象档案和班次交接恢复。","V1-C","US-017","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-046;TEST-047;TEST-048","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-019","证据计划与账本: Agent 在形成建议前必须生成可见的证据计划，说明将读取哪些 G7/本地数据以及完成条件；每个事实必须记录来源、happened_at、received_at、请求 ID、权限范围和新鲜度，事实、推断、冲突和未知分栏展示。","V1-C","US-018","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-049;TEST-050;TEST-051","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-020","Context Pack 与策略: 运行必须按租户、组织和对象作用域加载版本化的租户政策、车队 SOP、路线/时窗约束、司机安全规则、客户 SLA 和监管规则；策略冲突、过期或缺失时必须暂停建议并要求人工确认。","V1-C","US-017;US-018","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-046;TEST-047;TEST-048;TEST-049;TEST-050;TEST-051","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-021","工具注册与分层: Agent 只能调用注册工具；工具至少分为只读事实、可撤销草稿、外部写入和敏感操作四类，声明输入 schema、数据范围、风险等级、幂等键、超时、可撤销性和审计字段。Agent 不得直接调用 G7 或持有 G7 凭据。","V1-C","US-019","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-052;TEST-053;TEST-054","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
